Sample Name,Analysis Name,Mineral phase,Context,Unit Abbreviation,SiO2  ,TiO2,   Al2O3 ,FeO*   ,FeO,Fe2O3,CaO   ,Na2O  ,K2O,MnO   ,MgO   ,NiO   ,Cr2O3 ,V2O3 ,Total  ,XAb,XAn,XOr,XFa,XFo,XTp,XWo,XEn,XFs,XJd,XAe,XQuad,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG29,Plagioclase,Groundmass,oju,65.1,n/a,20.4,BDL,n/a,n/a,1.6,7.4,4.5,n/a,n/a,n/a,n/a,n/a,99.0,66,8.0,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG30,Plagioclase,Groundmass,oju,63.6,n/a,22.2,BDL,n/a,n/a,3.3,8.9,1.2,n/a,n/a,n/a,n/a,n/a,99.2,77,16,6.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG31,Plagioclase,Groundmass,oju,65.7,n/a,19.7,BDL,n/a,n/a,0.8,7.5,5.7,n/a,n/a,n/a,n/a,n/a,99.4,64,3.9,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG32,Plagioclase,Groundmass,oju,64.9,n/a,21.5,BDL,n/a,n/a,2.3,8.2,2.8,n/a,n/a,n/a,n/a,n/a,99.7,72,11,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG33,Plagioclase,Groundmass,oju,66.3,n/a,19.8,BDL,n/a,n/a,1.2,7.7,4.4,n/a,n/a,n/a,n/a,n/a,99.4,68,5.9,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG34,Plagioclase,Groundmass,oju,66.5,n/a,20.1,BDL,n/a,n/a,1.2,8.4,4.2,n/a,n/a,n/a,n/a,n/a,100.4,71,5.5,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG35,Plagioclase,Groundmass,oju,66.1,n/a,20.5,BDL,n/a,n/a,1.5,7.8,4.3,n/a,n/a,n/a,n/a,n/a,100.2,68,7.2,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG36,Plagioclase,Groundmass,oju,65.0,n/a,21.6,BDL,n/a,n/a,2.4,8.1,3.3,n/a,n/a,n/a,n/a,n/a,100.4,70,11,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG37,Plagioclase,Groundmass,oju,65.4,n/a,20.6,BDL,n/a,n/a,1.7,8.0,3.6,n/a,n/a,n/a,n/a,n/a,99.3,71,8.5,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-GM-PLAG38,Plagioclase,Groundmass,oju,65.5,n/a,21.1,BDL,n/a,n/a,2.2,8.2,3.3,n/a,n/a,n/a,n/a,n/a,100.3,71,10,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-CORE-LINE1 ,Plagioclase,Phenocryst Core Line 1,oju,64.9,n/a,21.5,BDL,n/a,n/a,2.5,7.9,3.4,n/a,n/a,n/a,n/a,n/a,100.2,69,12,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE2 ,Plagioclase,Phenocryst Line 2,oju,64.5,n/a,21.6,BDL,n/a,n/a,2.4,7.8,3.7,n/a,n/a,n/a,n/a,n/a,100.0,68,12,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE3 ,Plagioclase,Phenocryst Line 3,oju,64.9,n/a,21.6,BDL,n/a,n/a,2.7,8.1,3.4,n/a,n/a,n/a,n/a,n/a,100.7,68,13,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE4 ,Plagioclase,Phenocryst Line 4,oju,64.6,n/a,21.5,BDL,n/a,n/a,2.4,7.6,3.5,n/a,n/a,n/a,n/a,n/a,99.6,68,12,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE5 ,Plagioclase,Phenocryst Line 5,oju,64.4,n/a,21.7,BDL,n/a,n/a,2.6,7.6,3.4,n/a,n/a,n/a,n/a,n/a,99.7,68,13,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE6 ,Plagioclase,Phenocryst Line 6,oju,64.6,n/a,21.3,BDL,n/a,n/a,2.5,7.7,3.7,n/a,n/a,n/a,n/a,n/a,99.8,67,12,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE7 ,Plagioclase,Phenocryst Line 7,oju,64.7,n/a,21.7,BDL,n/a,n/a,2.7,7.9,3.4,n/a,n/a,n/a,n/a,n/a,100.4,68,13,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE8 ,Plagioclase,Phenocryst Line 8,oju,64.8,n/a,21.5,BDL,n/a,n/a,2.5,7.6,3.8,n/a,n/a,n/a,n/a,n/a,100.2,66,12,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE9 ,Plagioclase,Phenocryst Line 9,oju,64.3,n/a,21.3,BDL,n/a,n/a,2.6,7.5,3.6,n/a,n/a,n/a,n/a,n/a,99.3,67,13,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE10 ,Plagioclase,Phenocryst Line 10,oju,63.6,n/a,22.8,BDL,n/a,n/a,3.9,7.7,2.7,n/a,n/a,n/a,n/a,n/a,100.7,66,19,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE11 ,Plagioclase,Phenocryst Line 11,oju,63.8,n/a,22.0,BDL,n/a,n/a,3.1,8.2,2.3,n/a,n/a,n/a,n/a,n/a,99.4,71,15,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE12 ,Plagioclase,Phenocryst Line 12,oju,64.6,n/a,21.4,BDL,n/a,n/a,2.5,7.7,3.7,n/a,n/a,n/a,n/a,n/a,99.9,67,12,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE13 ,Plagioclase,Phenocryst Line 13,oju,64.7,n/a,21.5,BDL,n/a,n/a,2.5,7.5,3.8,n/a,n/a,n/a,n/a,n/a,100.0,66,12,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE14 ,Plagioclase,Phenocryst Line 14,oju,61.7,n/a,23.5,BDL,n/a,n/a,4.9,7.8,1.3,n/a,n/a,n/a,n/a,n/a,99.2,69,24,7.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE15 ,Plagioclase,Phenocryst Line 15,oju,64.2,n/a,21.9,BDL,n/a,n/a,3.0,7.8,2.9,n/a,n/a,n/a,n/a,n/a,99.8,69,15,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE16 ,Plagioclase,Phenocryst Line 16,oju,64.6,n/a,21.6,BDL,n/a,n/a,2.6,7.7,3.5,n/a,n/a,n/a,n/a,n/a,100.0,67,13,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE17 ,Plagioclase,Phenocryst Line 17,oju,65.4,n/a,21.1,BDL,n/a,n/a,2.1,7.6,3.9,n/a,n/a,n/a,n/a,n/a,100.1,67,10,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE18 ,Plagioclase,Phenocryst Line 18,oju,64.8,n/a,21.1,BDL,n/a,n/a,2.1,7.3,3.8,n/a,n/a,n/a,n/a,n/a,99.1,66,11,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE19 ,Plagioclase,Phenocryst Line 19,oju,65.4,n/a,20.8,BDL,n/a,n/a,1.8,7.7,4.4,n/a,n/a,n/a,n/a,n/a,100.1,66,8.8,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE20 ,Plagioclase,Phenocryst Line 20,oju,65.3,n/a,20.6,BDL,n/a,n/a,1.8,7.5,4.5,n/a,n/a,n/a,n/a,n/a,99.7,65,8.6,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE21 ,Plagioclase,Phenocryst Line 21,oju,65.3,n/a,20.6,BDL,n/a,n/a,1.7,7.7,4.7,n/a,n/a,n/a,n/a,n/a,100.0,66,8.2,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE22 ,Plagioclase,Phenocryst Line 22,oju,65.6,n/a,20.8,BDL,n/a,n/a,1.8,7.6,4.6,n/a,n/a,n/a,n/a,n/a,100.4,66,8.3,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE23 ,Plagioclase,Phenocryst Line 23,oju,65.5,n/a,20.6,BDL,n/a,n/a,1.8,7.6,4.3,n/a,n/a,n/a,n/a,n/a,99.8,67,8.5,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE24 ,Plagioclase,Phenocryst Line 24,oju,65.9,n/a,20.7,BDL,n/a,n/a,1.7,7.6,4.4,n/a,n/a,n/a,n/a,n/a,100.3,66,8.3,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE25 ,Plagioclase,Phenocryst Line 25,oju,65.2,n/a,21.1,BDL,n/a,n/a,2.2,7.9,4.0,n/a,n/a,n/a,n/a,n/a,100.4,68,10,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE26 ,Plagioclase,Phenocryst Line 26,oju,64.7,n/a,21.5,BDL,n/a,n/a,2.2,7.7,3.6,n/a,n/a,n/a,n/a,n/a,99.7,68,11,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE27 ,Plagioclase,Phenocryst Line 27,oju,65.1,n/a,21.4,BDL,n/a,n/a,2.5,8.1,3.5,n/a,n/a,n/a,n/a,n/a,100.6,69,12,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE28 ,Plagioclase,Phenocryst Line 28,oju,65.3,n/a,21.0,BDL,n/a,n/a,2.0,7.8,3.9,n/a,n/a,n/a,n/a,n/a,100.0,68,10,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG12-LINE29 ,Plagioclase,Phenocryst Rim Line 29,oju,64.5,n/a,19.5,BDL,n/a,n/a,0.7,6.3,6.1,n/a,n/a,n/a,n/a,n/a,97.1,59,3.6,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG14-CORE-LINE1 ,Plagioclase,Phenocryst Core Line 1,oju,64.5,n/a,21.7,BDL,n/a,n/a,2.7,8.3,2.3,n/a,n/a,n/a,n/a,n/a,99.5,73,13,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG14-LINE2 ,Plagioclase,Phenocryst Line 2,oju,65.3,n/a,20.3,BDL,n/a,n/a,1.1,7.2,5.4,n/a,n/a,n/a,n/a,n/a,99.3,63,5,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS070,R14TS070-PLG14-LINE3 ,Plagioclase,Phenocryst Rim Line 3,oju,64.4,n/a,22.0,BDL,n/a,n/a,2.9,8.4,2.2,n/a,n/a,n/a,n/a,n/a,99.9,73,14,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-1,Plagioclase,Phenocryst Rim to Core Line 1,td1,67.3,n/a,18.4,0.95,n/a,n/a,BDL,8.9,4.5,n/a,n/a,n/a,n/a,n/a,100.1,75,0.0,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-2,Plagioclase,Phenocryst Rim to Core Line 2,td1,67.6,n/a,18.5,0.80,n/a,n/a,BDL,8.3,5.2,n/a,n/a,n/a,n/a,n/a,100.4,71,0.0,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-3,Plagioclase,Phenocryst Rim to Core Line 3,td1,67.1,n/a,18.5,0.61,n/a,n/a,BDL,6.8,7.3,n/a,n/a,n/a,n/a,n/a,100.3,59,0.0,41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-4,Plagioclase,Phenocryst Rim to Core Line 4,td1,66.5,n/a,18.3,0.63,n/a,n/a,BDL,5.2,9.4,n/a,n/a,n/a,n/a,n/a,100.0,45,0.0,55,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-5,Plagioclase,Phenocryst Rim to Core Line 5,td1,66.6,n/a,18.3,0.46,n/a,n/a,BDL,6.0,8.3,n/a,n/a,n/a,n/a,n/a,99.7,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-6,Plagioclase,Phenocryst Rim to Core Line 6,td1,67.3,n/a,18.6,0.44,n/a,n/a,BDL,7.5,6.3,n/a,n/a,n/a,n/a,n/a,100.1,64,0.0,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-7,Plagioclase,Phenocryst Rim to Core Line 7,td1,67.4,n/a,18.7,0.39,n/a,n/a,BDL,8.7,4.7,n/a,n/a,n/a,n/a,n/a,99.9,74,0.0,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-8,Plagioclase,Phenocryst Rim to Core Line 8,td1,67.7,n/a,18.8,0.41,n/a,n/a,BDL,8.5,4.6,n/a,n/a,n/a,n/a,n/a,100.0,74,0.0,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-9,Plagioclase,Phenocryst Rim to Core Line 9,td1,67.5,n/a,18.8,0.35,n/a,n/a,BDL,8.3,5.0,n/a,n/a,n/a,n/a,n/a,100.0,72,0.0,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-10,Plagioclase,Phenocryst Rim to Core Line 10,td1,67.2,n/a,18.7,0.40,n/a,n/a,BDL,7.9,6.1,n/a,n/a,n/a,n/a,n/a,100.3,66,0.0,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-14,Plagioclase,Phenocryst Rim to Core Line 14,td1,67.9,n/a,18.7,0.44,n/a,n/a,BDL,6.8,7.1,n/a,n/a,n/a,n/a,n/a,100.9,59,0.0,41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-15,Plagioclase,Phenocryst Rim to Core Line 15,td1,67.0,n/a,18.6,0.41,n/a,n/a,BDL,7.5,6.5,n/a,n/a,n/a,n/a,n/a,100.0,64,0.0,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-16,Plagioclase,Phenocryst Rim to Core Line 16,td1,66.9,n/a,18.4,0.43,n/a,n/a,BDL,6.9,7.2,n/a,n/a,n/a,n/a,n/a,99.8,59,0.0,41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-17,Plagioclase,Phenocryst Rim to Core Line 17,td1,67.1,n/a,18.6,0.39,n/a,n/a,BDL,6.6,7.4,n/a,n/a,n/a,n/a,n/a,100.1,57,0.0,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-18,Plagioclase,Phenocryst Rim to Core Line 18,td1,66.8,n/a,18.6,0.52,n/a,n/a,BDL,6.6,7.7,n/a,n/a,n/a,n/a,n/a,100.2,56,0.0,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-19,Plagioclase,Phenocryst Rim to Core Line 19,td1,66.6,n/a,18.4,0.43,n/a,n/a,BDL,5.1,9.4,n/a,n/a,n/a,n/a,n/a,99.9,45,0.0,55,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-20,Plagioclase,Phenocryst Rim to Core Line 20,td1,67.8,n/a,18.9,0.31,n/a,n/a,BDL,4.9,9.8,n/a,n/a,n/a,n/a,n/a,101.7,43,0.0,57,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-22,Plagioclase,Phenocryst Rim to Core Line 22,td1,65.3,n/a,18.1,0.31,n/a,n/a,BDL,5.2,8.1,n/a,n/a,n/a,n/a,n/a,97.0,49,0.0,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-23,Plagioclase,Phenocryst Rim to Core Line 23,td1,66.3,n/a,18.6,0.37,n/a,n/a,BDL,6.0,7.5,n/a,n/a,n/a,n/a,n/a,98.8,55,0.0,45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-24,Plagioclase,Phenocryst Rim to Core Line 24,td1,65.6,n/a,18.0,0.34,n/a,n/a,BDL,6.1,7.5,n/a,n/a,n/a,n/a,n/a,97.5,55,0.0,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-25,Plagioclase,Phenocryst Rim to Core Line 25,td1,66.8,n/a,18.6,0.38,n/a,n/a,BDL,6.8,6.7,n/a,n/a,n/a,n/a,n/a,99.3,61,0.0,39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-26,Plagioclase,Phenocryst Rim to Core Line 26,td1,67.6,n/a,18.8,0.37,n/a,n/a,BDL,8.8,4.1,n/a,n/a,n/a,n/a,n/a,99.7,77,0.0,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P1-27,Plagioclase,Phenocryst Rim to Core Line 27,td1,67.9,n/a,18.9,0.30,n/a,n/a,BDL,9.6,3.9,n/a,n/a,n/a,n/a,n/a,100.6,79,0.0,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-1,Plagioclase,Phenocryst Rim to Core Line 1,td1,67.0,n/a,18.5,0.60,n/a,n/a,BDL,7.6,6.5,n/a,n/a,n/a,n/a,n/a,100.2,64,0.0,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-2,Plagioclase,Phenocryst Rim to Core Line 2,td1,67.0,n/a,18.3,0.66,n/a,n/a,BDL,6.9,7.2,n/a,n/a,n/a,n/a,n/a,100.1,59,0.0,41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-3,Plagioclase,Phenocryst Rim to Core Line 3,td1,66.4,n/a,18.2,0.68,n/a,n/a,BDL,6.3,8.0,n/a,n/a,n/a,n/a,n/a,99.6,54,0.0,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-4,Plagioclase,Phenocryst Rim to Core Line 4,td1,66.6,n/a,18.5,0.64,n/a,n/a,BDL,6.3,8.3,n/a,n/a,n/a,n/a,n/a,100.3,54,0.0,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-5,Plagioclase,Phenocryst Rim to Core Line 5,td1,66.8,n/a,18.3,0.57,n/a,n/a,BDL,5.9,8.4,n/a,n/a,n/a,n/a,n/a,100.0,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-6,Plagioclase,Phenocryst Rim to Core Line 6,td1,66.7,n/a,18.3,0.63,n/a,n/a,BDL,6.1,8.6,n/a,n/a,n/a,n/a,n/a,100.3,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-7,Plagioclase,Phenocryst Rim to Core Line 7,td1,66.4,n/a,18.3,0.61,n/a,n/a,BDL,5.5,8.7,n/a,n/a,n/a,n/a,n/a,99.5,49,0.0,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-8,Plagioclase,Phenocryst Rim to Core Line 8,td1,66.6,n/a,18.4,0.58,n/a,n/a,BDL,6.0,8.4,n/a,n/a,n/a,n/a,n/a,100.0,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-9,Plagioclase,Phenocryst Rim to Core Line 9,td1,66.2,n/a,18.0,0.59,n/a,n/a,BDL,5.4,9.1,n/a,n/a,n/a,n/a,n/a,99.3,47,0.0,53,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-10,Plagioclase,Phenocryst Rim to Core Line 10,td1,66.5,n/a,18.3,0.57,n/a,n/a,BDL,5.7,9.0,n/a,n/a,n/a,n/a,n/a,100.1,49,0.0,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-11,Plagioclase,Phenocryst Rim to Core Line 11,td1,66.7,n/a,18.2,0.51,n/a,n/a,BDL,6.0,8.6,n/a,n/a,n/a,n/a,n/a,100.0,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-12,Plagioclase,Phenocryst Rim to Core Line 12,td1,66.5,n/a,18.4,0.45,n/a,n/a,BDL,5.9,8.8,n/a,n/a,n/a,n/a,n/a,100.1,50,0.0,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-13,Plagioclase,Phenocryst Rim to Core Line 13,td1,66.7,n/a,18.4,0.44,n/a,n/a,BDL,6.1,8.4,n/a,n/a,n/a,n/a,n/a,100.0,53,0.0,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-14,Plagioclase,Phenocryst Rim to Core Line 14,td1,67.1,n/a,18.6,0.36,n/a,n/a,BDL,7.1,6.7,n/a,n/a,n/a,n/a,n/a,99.9,62,0.0,38,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-15,Plagioclase,Phenocryst Rim to Core Line 15,td1,67.1,n/a,18.5,0.37,n/a,n/a,BDL,8.6,5.0,n/a,n/a,n/a,n/a,n/a,99.6,72,0.0,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-16,Plagioclase,Phenocryst Rim to Core Line 16,td1,67.7,n/a,18.8,0.37,n/a,n/a,BDL,8.6,4.9,n/a,n/a,n/a,n/a,n/a,100.4,73,0.0,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-17,Plagioclase,Phenocryst Rim to Core Line 17,td1,67.6,n/a,18.9,0.32,n/a,n/a,BDL,8.8,4.4,n/a,n/a,n/a,n/a,n/a,100.0,75,0.0,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-18,Plagioclase,Phenocryst Rim to Core Line 18,td1,67.9,n/a,18.7,0.45,n/a,n/a,BDL,9.0,4.2,n/a,n/a,n/a,n/a,n/a,100.3,77,0.0,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-19,Plagioclase,Phenocryst Rim to Core Line 19,td1,66.9,n/a,18.5,0.48,n/a,n/a,BDL,6.7,7.4,n/a,n/a,n/a,n/a,n/a,100.0,58,0.0,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-20,Plagioclase,Phenocryst Rim to Core Line 20,td1,66.7,n/a,18.5,0.36,n/a,n/a,BDL,6.1,8.3,n/a,n/a,n/a,n/a,n/a,100.0,53,0.0,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-21,Plagioclase,Phenocryst Rim to Core Line 21,td1,67.2,n/a,18.5,0.45,n/a,n/a,BDL,6.0,8.3,n/a,n/a,n/a,n/a,n/a,100.5,52,0.0,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-22,Plagioclase,Phenocryst Rim to Core Line 22,td1,67.0,n/a,18.6,0.47,n/a,n/a,BDL,6.3,8.1,n/a,n/a,n/a,n/a,n/a,100.5,54,0.0,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC17,AC17-P2-23,Plagioclase,Phenocryst Rim to Core Line 23,td1,67.4,n/a,18.5,0.35,n/a,n/a,BDL,7.6,6.0,n/a,n/a,n/a,n/a,n/a,99.9,66,0.0,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
